ilat	ilon	d	mrad
2	2	2014-11-11	43.540945900564374
0	1	2014-09-03	44.57953365786154
0	2	2014-01-11	41.174873207864835
0	2	2014-04-25	45.795160858719434
2	1	2014-01-21	49.70123754404657
2	2	2014-01-18	47.73514797306862
2	2	2014-09-15	50.15303718986254
2	2	2014-10-13	45.18285508279061
0	0	2014-05-07	45.80465802246894
0	1	2014-11-18	44.74576659067074
1	0	2014-10-16	44.26417375319075
1	1	2014-08-30	47.88201225442939
0	0	2014-07-05	46.49715939665027
1	0	2014-11-07	41.93208635110068
1	2	2014-02-13	47.49850142509682
2	2	2015-01-05	48.78366132043864
0	0	2014-05-01	45.438884160733146
0	1	2014-11-13	43.71854472338304
1	0	2014-10-20	45.9327794180976
0	0	2014-03-17	44.667522617772036
1	2	2014-12-21	43.85540717847772
2	0	2014-05-27	50.65196839968363
2	0	2014-06-08	51.598845897060585
2	0	2014-07-28	50.29773211479187
2	1	2014-01-01	43.32903571890182
2	1	2014-09-27	44.46413980311461
0	0	2014-11-14	43.64657358379872
1	0	2014-08-07	46.790267066602354
2	0	2014-04-10	48.076708101681014
2	0	2014-08-19	49.93274763900868
0	0	2014-03-29	44.55902347900629
0	0	2014-11-11	43.01159200627962
0	2	2014-11-29	45.3648135626494
1	2	2014-11-19	46.07372772472421
2	1	2015-01-22	45.5903262101843
0	1	2014-09-28	43.648349151285636
0	1	2015-01-14	42.66675868493244
1	1	2014-02-17	47.12318516922349
0	1	2014-10-25	43.058595193070346
0	1	2014-11-03	42.787987833019635
1	0	2014-05-08	48.70867641696917
1	0	2014-12-29	43.469636901783325
2	2	2014-01-11	41.2068269393946
0	0	2014-01-26	42.72642448847235
0	0	2014-02-09	43.21932284102749
1	0	2014-11-17	45.4172447670089
2	1	2014-10-09	44.065662990080135
0	0	2014-06-14	48.09245244370705
0	1	2014-06-26	45.91882058104381
1	1	2014-10-02	45.90496922218454
2	0	2014-12-21	45.45606248917118
2	1	2014-04-22	48.6879497301633
0	0	2014-06-05	46.86733879927975
0	0	2014-10-15	43.207111692799444
1	0	2014-08-23	46.73231775552673
1	0	2014-12-14	44.09573211017837
1	2	2015-01-20	46.14263993630678
2	1	2014-08-14	51.48380694527557
2	2	2015-01-18	45.927569907052174
0	0	2014-06-28	47.36391127188474
0	0	2014-09-05	44.731514023557644
0	1	2014-11-02	44.395068640797675
0	2	2014-09-16	44.084894071380596
1	1	2014-09-20	46.47493524974203
2	0	2014-05-05	48.96279282808304
2	0	2014-11-23	42.30450729034592
2	0	2015-01-06	44.08387557421725
0	0	2014-06-13	45.97120775676607
0	1	2014-02-07	42.331397500304384
1	1	2014-04-03	46.258810102967416
1	1	2014-04-21	46.12234245641582
2	0	2014-06-14	53.927557945251465
2	0	2014-10-10	43.81333353345542
2	1	2014-06-26	50.329621465428865
2	2	2014-09-27	43.67830225718818
1	1	2014-10-26	43.2443454283132
1	1	2014-11-18	45.86728791884078
2	0	2014-05-25	50.540773876642774
2	1	2014-06-16	53.05398492404923
0	0	2014-07-20	44.86985666689156
0	1	2014-04-10	44.39725193224455
1	1	2014-07-13	49.437586130030915
1	2	2014-01-28	42.839074791419584
2	0	2014-11-09	44.17922582891923
2	1	2014-06-20	52.12258457786159
2	2	2014-08-12	51.86884109145927
0	0	2014-06-08	45.36244322231646
0	1	2014-01-01	43.120085756654916
1	1	2014-04-26	47.899332442073344
2	2	2014-05-26	50.188021321695636
1	0	2015-01-19	43.153207632707044
1	2	2014-01-13	44.78093673706055
1	2	2014-08-24	46.14252101282386
2	0	2014-08-28	48.50198862424461
2	0	2014-11-13	45.92789045090552
2	2	2014-05-20	51.00570718802969
0	1	2014-08-14	46.20937990056725
2	0	2014-05-04	50.60157142366682
2	0	2015-01-04	43.554510393450336
2	1	2014-12-12	41.5311865402987
2	2	2014-12-24	43.57994378407796
0	0	2014-08-01	47.0587918821466
0	1	2014-02-08	42.74398740874088
1	0	2014-05-04	49.48230307442801
1	0	2015-01-04	44.38139912007834
1	1	2014-12-12	43.5999463161367
1	2	2014-12-24	43.714876156042116
2	1	2014-03-16	48.68793287697303
1	2	2014-07-13	47.8229787421949
1	2	2014-10-19	46.362721818216734
2	0	2014-08-16	49.09782898155126
1	0	2014-11-01	44.35760806483662
1	2	2014-01-20	44.815412040322514
1	2	2014-03-02	45.07808448791504
0	2	2014-03-15	43.05743100939511
1	0	2014-03-07	45.39852460471612
1	1	2014-05-04	47.64987509898203
0	1	2014-05-07	44.92706856485739
1	1	2014-09-08	47.528730130521225
1	1	2014-10-16	42.96895107132131
1	2	2014-08-25	48.07975204785665
1	2	2014-11-17	45.25085834384889
0	0	2014-09-28	43.58319610595703
0	0	2015-01-14	42.14067418697795
1	0	2014-02-17	45.42364708539602
1	2	2015-01-15	43.929998582409276
0	1	2014-11-17	43.99019417681543
1	1	2014-11-24	44.07033455773134
1	2	2014-02-26	46.373525354869564
1	2	2015-01-02	40.132179479804826
2	2	2014-04-06	49.247994387591326
0	0	2014-08-06	45.574847891768684
0	1	2014-07-09	46.794782350730266
0	2	2015-01-04	42.59800951346133
1	0	2015-01-03	41.814962840374605
2	0	2014-03-12	47.758869883402035
1	0	2014-12-15	42.701421587546584
1	2	2014-06-19	49.39186473198753
2	2	2014-05-22	50.518633171642236
0	1	2014-01-07	42.1423224725404
0	1	2014-07-21	44.71669569733077
0	1	2014-12-17	42.69130062407097
0	2	2014-03-13	43.6647844185168
0	2	2014-11-08	44.445834625659344
0	0	2014-05-15	46.82584370621074
1	1	2014-12-18	43.6277190268256
1	2	2014-07-29	48.902550818214955
2	1	2014-06-05	50.422662913523084
2	1	2014-08-11	49.45294167259692
0	0	2014-08-07	45.35269551229772
0	1	2014-10-18	43.21058011321993
1	0	2014-07-10	48.24708108192633
1	1	2014-02-18	46.42611598258439
1	2	2014-05-29	47.83677598071355
1	2	2014-08-26	45.81663218368552
2	0	2014-12-11	41.20221694718897
2	0	2015-01-13	44.65467645396357
2	2	2014-07-22	50.144647661453035
2	2	2014-10-12	45.26690312388689
0	1	2014-12-15	43.20216764491115
1	0	2014-10-14	45.216056551571825
2	1	2014-02-15	47.95724400409534
2	1	2014-12-31	40.47303166826651
2	2	2014-10-21	43.25631359011628
0	1	2014-02-23	43.47924412802748
0	1	2014-06-16	46.69803087703008
0	2	2014-07-04	46.334467225340056
1	0	2014-01-05	45.155538508766575
2	1	2014-10-05	47.953360641968004
0	0	2014-02-19	44.12346692105574
0	0	2014-04-18	46.96761500244958
1	0	2014-08-15	48.8311348057393
2	0	2014-08-01	52.91686581342648
0	1	2014-04-13	44.864417894496476
0	2	2014-07-30	45.46882146248782
0	2	2014-09-12	46.46646507150434
0	2	2014-12-26	41.74131101150222
1	2	2014-09-08	47.08567996905141
1	0	2014-09-29	44.443317488346516
1	0	2015-01-12	44.21507726386042
1	2	2014-05-01	46.55694350503183
2	1	2014-04-20	48.10892394537856
2	1	2014-10-30	41.31674723637234
0	0	2014-05-17	46.2872873173093
0	1	2014-10-24	44.0016332725816
0	2	2014-01-23	43.18998979980295
1	0	2014-03-17	46.980996191842216
2	1	2014-04-04	49.16333730923327
0	0	2014-08-10	44.95309308573638
0	1	2014-07-05	46.02024215438973
0	1	2014-07-19	44.919106238637994
0	1	2014-12-23	43.34910792242656
0	2	2014-05-08	44.57279111570041
0	2	2014-12-29	40.67842640689927
1	0	2014-01-04	43.13592985049872
1	0	2014-02-12	46.38922694542596
1	1	2014-05-23	47.48819089753807
1	1	2014-11-07	42.8803851365664
1	2	2014-02-15	47.919054536240644
1	2	2014-05-06	47.20806093965011
2	0	2014-02-09	49.59776853605081
0	1	2014-11-09	44.70678701861243
0	2	2014-02-24	43.432339861741795
0	2	2014-08-05	44.9858555718105
2	0	2014-08-21	49.51600805367698
2	1	2014-03-13	46.91274251205432
2	1	2014-11-08	44.714401313716124
1	1	2014-04-20	46.282443280430975
1	1	2014-10-30	41.491407631388306
2	0	2014-12-19	44.344424450983766
2	1	2014-12-14	41.55275938280167
0	0	2014-01-04	42.89396464866888
0	0	2014-02-12	43.74972096426268
0	1	2014-05-23	45.49992223206791
0	1	2014-01-31	42.242762530367564
1	1	2014-04-28	46.18598132137831
2	1	2014-09-20	48.45426043170993
0	1	2014-04-23	44.426576116212345
2	0	2014-08-23	48.58298862260842
2	0	2014-12-14	42.95541572570801
2	2	2015-01-20	46.575433594839915
1	0	2014-09-13	46.05517919888934
2	2	2014-08-21	49.95754317036381
0	0	2014-08-14	45.233189108902096
0	1	2014-03-06	43.80422539975442
1	1	2014-09-26	45.10640794208775
1	2	2014-03-21	45.5085759808128
2	1	2014-10-27	44.2535230445538
0	1	2015-01-05	42.74933164267527
1	2	2014-08-09	49.04679878721846
2	2	2014-03-09	49.632743238687624
2	2	2014-05-18	52.3546656831471
0	1	2014-07-30	45.057676320167985
0	1	2014-09-12	45.00547472545273
0	1	2014-12-26	41.943296288674624
0	2	2014-01-26	43.04781060167538
0	2	2014-02-09	43.16987360186443
0	1	2014-10-16	42.823212808778734
2	1	2014-10-25	40.9864201594641
2	1	2014-11-03	43.40271028432336
1	1	2014-02-15	47.17260348292049
1	1	2014-12-31	39.990819622087706
1	2	2014-10-21	45.088097396649815
1	1	2014-08-09	47.529001566989365
2	1	2014-05-18	50.680017889198936
0	0	2014-03-15	43.76328618416775
1	0	2014-03-03	46.01948097965847
0	0	2014-08-28	44.01796514068554
0	0	2014-11-13	43.41535352404712
1	1	2014-12-08	43.48567845255351
1	2	2014-12-05	43.85030574602261
0	2	2014-10-02	44.88002481190813
1	0	2014-03-29	46.16752291840558
1	2	2014-11-29	45.73517926534017
2	1	2014-08-08	49.90516805846007
2	1	2014-08-20	49.16910337091802
1	1	2014-02-27	45.72508037621165
2	0	2014-11-05	45.13257143232558
2	1	2014-06-04	50.46396554034689
2	1	2014-08-13	49.57442532625001
2	2	2014-06-25	51.70832781310177
1	2	2014-12-07	43.9527038199477
2	1	2014-12-24	44.663855297589905
2	2	2014-09-23	46.46170518705793
2	0	2014-12-08	41.31011881383536
2	1	2014-10-23	42.341997009057266
2	2	2014-07-05	51.803509615780264
1	0	2014-12-11	43.67099018607676
1	0	2015-01-13	44.74009224131137
1	2	2014-07-22	47.21989442490391
1	2	2014-10-12	45.91977238821816
0	0	2015-01-17	42.09121418932413
0	1	2014-12-01	42.888570654592556
1	2	2014-05-05	49.220473289489746
1	2	2014-11-23	42.66581132441629
1	2	2015-01-06	44.29989859253366
2	0	2014-03-08	48.34568726112103
2	2	2014-09-29	44.90213204404023
0	0	2014-03-01	44.06150604620717
0	0	2014-03-14	43.11196234081438
0	0	2014-03-18	43.41997861723433
0	2	2014-11-02	44.14081559485186
1	0	2014-09-23	45.036564170019396
1	2	2014-09-20	45.97821762320608
2	0	2014-06-17	52.5642543041568
2	2	2014-02-21	49.51477813720703
0	1	2014-02-20	43.78689128370748
1	1	2014-03-29	45.92287774378515
1	1	2014-11-11	43.86753584498124
2	2	2014-03-15	49.38326151579329
0	2	2014-10-12	46.21916792511401
1	0	2014-02-19	46.063817667086255
2	0	2014-04-19	48.03450967830108
2	0	2014-07-02	51.220982283353806
2	1	2014-01-22	48.92575980877054
2	1	2014-07-23	49.697087723969524
2	2	2014-10-24	42.50810287432644
0	0	2014-07-15	45.9916097481322
0	1	2015-01-08	40.8512147800729
1	0	2014-12-27	45.274893901497784
1	2	2014-03-12	43.919814504553315
2	1	2014-02-07	45.94945285306962
0	0	2014-03-30	43.71121343706275
0	0	2014-09-19	43.45115571440126
0	2	2014-10-17	42.62124627065648
0	2	2014-11-06	44.502636529703054
1	0	2014-08-17	49.32871329947694
2	0	2014-01-16	45.954175705144436
0	1	2014-11-20	44.51387785198571
0	2	2014-02-06	41.81729330243441
0	2	2014-09-17	43.834652577484
1	0	2014-12-25	44.339221728781
1	1	2014-01-24	46.66608370155215
2	0	2014-01-25	46.62953784237109
2	1	2014-09-24	45.941658002600825
2	0	2014-04-09	48.50281654916159
2	1	2014-06-03	48.351342991847616
2	1	2015-01-19	45.059695500521855
0	0	2014-07-10	46.31498484859811
0	2	2014-05-29	46.32861542253566
0	2	2014-08-22	45.7878012718892
0	2	2014-08-26	44.62248204016561
1	2	2014-01-10	42.56735985265487
2	0	2014-02-19	48.534653061901636
0	0	2014-01-07	40.32521726228046
0	0	2014-01-28	43.57237762860804
0	1	2014-07-22	45.39227595855323
2	2	2014-05-11	49.57414177177989
2	2	2014-06-22	53.14492225646973
2	2	2014-07-14	52.78648529232461
0	0	2014-01-01	43.67998987538708
0	1	2014-10-29	43.54088661325255
0	1	2014-12-13	43.62318015197972
0	2	2014-12-03	43.5002184599555
1	0	2014-06-11	48.339845067182466
1	1	2014-06-18	50.35394352609882
0	0	2015-01-11	42.894229099288815
0	1	2014-05-10	45.95531735420227
2	1	2014-02-04	44.20504910807964
2	2	2014-08-20	51.53911517147727
0	2	2014-08-10	45.106354606414804
1	1	2014-04-24	48.236200541733346
1	2	2014-01-04	44.25347630930039
1	2	2014-02-12	46.873331301748465
2	1	2014-12-15	42.69931946217688
1	0	2014-05-18	49.919190010208744
1	0	2014-10-17	42.697066043046306
1	1	2014-08-07	48.41875936505249
2	0	2014-03-11	47.40237697656604
2	0	2014-07-31	49.40474889364587
0	0	2014-05-31	45.30129809316413
1	1	2014-11-21	44.22524418511029
1	1	2015-01-10	44.04403301261765
1	0	2014-07-25	44.12580008365888
1	1	2014-02-23	45.98591687359316
1	2	2014-05-13	46.69858403744565
1	2	2014-07-04	48.76811668823738
2	0	2015-01-15	42.70814377406858
2	2	2014-04-24	49.16159524618243
0	0	2014-08-12	45.23135072162325
1	0	2014-05-09	48.686654744035344
1	0	2014-06-15	49.46969928857917
1	2	2014-06-30	47.88978776233781
1	2	2014-07-01	50.86018703186434
2	1	2014-07-08	51.704179616756214
2	2	2014-11-04	43.62453868016959
2	2	2014-08-13	52.001356437381375
0	1	2014-08-25	44.862191124048515
0	2	2014-09-04	45.09894987638148
1	0	2014-01-15	43.45900929600381
1	1	2014-06-27	50.109050517101366
2	2	2014-09-30	46.81003743572965
2	2	2014-11-12	45.221162323558005
0	0	2014-08-25	44.916321716059116
0	0	2014-11-17	44.282369197291835
0	1	2014-09-14	44.94988831641182
1	0	2014-06-27	48.33643220959713
1	0	2014-11-24	44.75238879551621
2	1	2014-02-23	48.498293919536
2	2	2014-05-13	48.49994929841242
2	2	2014-07-04	53.33619394249396
1	1	2014-07-03	49.09536534508367
1	1	2014-08-29	45.86780145530373
0	0	2014-10-11	44.73689934498555
0	1	2014-10-08	44.96648827988226
0	2	2014-03-16	42.57186455069253
0	0	2014-06-11	46.043924976770604
0	1	2014-06-18	47.24359989966546
1	2	2014-01-31	43.23651253745417
1	2	2014-04-30	48.452085009830505
2	0	2014-03-01	48.57173568971695
2	0	2014-03-14	48.223932262125494
2	0	2014-03-18	50.16735157882521
2	2	2014-11-02	44.39710173383729
0	1	2014-02-15	44.285378641385954
0	1	2014-05-06	45.10787996348957
0	2	2014-10-21	45.43055306411371
1	0	2014-07-27	46.82299945346116
0	0	2014-04-02	44.89087474643359
0	2	2014-08-14	45.09385831815463
2	0	2014-07-09	51.61456412474315
2	2	2014-12-12	42.09722728432769
0	0	2014-07-17	45.469748216387366
1	1	2014-06-13	49.6128254926587
2	0	2014-04-17	49.908101386954186
2	0	2014-06-07	52.41326663242048
2	1	2014-04-15	51.79367164139602
0	1	2014-07-17	45.51829276976913
1	0	2014-07-30	49.27848802896878
1	0	2014-09-12	46.584866035034985
1	0	2014-12-26	45.0288196359147
2	2	2014-11-27	46.06316195959332
0	1	2014-05-09	44.46433683390699
0	1	2014-06-15	46.10457379746956
1	0	2014-06-19	50.38639371740499
2	0	2014-05-22	50.4702725925844
2	0	2014-11-27	43.19864984579213
2	2	2014-01-21	50.20725370639835
0	0	2014-07-09	46.31207355484652
0	2	2014-12-12	44.36558412722019
1	0	2014-02-16	45.11735342280291
1	0	2014-06-24	49.83353043415137
1	1	2014-10-21	42.60825499043581
1	2	2014-05-12	46.45512481852695
2	1	2014-01-19	46.104971383872474
0	0	2014-02-03	43.10003081777503
1	0	2015-01-08	43.22451981501793
1	1	2014-10-22	43.18131220802403
1	2	2014-10-11	43.98064124040436
2	0	2014-06-09	52.044453561521365
0	1	2014-03-02	42.513382554984304
0	1	2014-09-06	46.24575455849912
1	0	2014-01-16	45.42036880956281
1	2	2014-07-02	48.26061495290911
2	0	2014-11-22	42.748048265403675
2	0	2015-01-01	38.28413598174502
1	0	2014-10-27	44.90931028848166
1	2	2014-01-18	46.47577363289773
1	2	2014-07-16	49.20637840397278
2	0	2014-06-29	51.156716530783136
2	2	2014-01-30	40.25497097213781
2	2	2014-02-05	43.31075997826134
2	2	2014-02-27	49.991365617321385
0	1	2014-05-21	45.65291859159534
0	2	2014-10-23	44.01435875513674
1	1	2014-10-31	43.94113877662872
2	0	2014-04-13	49.367906580364696
2	1	2014-09-18	47.30976045175999
1	0	2014-05-30	47.321101831730175
1	2	2014-06-01	48.96695928493955
2	1	2014-10-18	44.49159029340491
0	2	2014-04-14	45.74432910439254
2	2	2014-01-31	41.716805701708275
2	2	2014-04-30	49.467387892634996
0	1	2014-01-18	43.933739449026454
0	1	2014-10-13	46.53960656014781
0	2	2014-11-24	43.848249049842195
1	0	2014-11-20	42.95463788672566
2	0	2014-07-07	52.469078818032905
2	1	2014-07-20	52.314120283725025
2	2	2014-01-05	44.511223134064934
0	1	2014-04-17	46.631494642193374
0	1	2014-06-07	46.04639518697344
0	2	2014-08-17	45.8738584883649
1	1	2015-01-01	39.96712654998337
1	2	2014-10-09	44.789160497097775
2	2	2014-06-10	52.1087160055978
2	2	2014-11-01	45.22720187011003
0	0	2014-02-23	43.78756178064759
1	2	2014-04-29	47.23872809261574
1	2	2015-01-21	45.57979203693064
2	1	2014-03-04	48.53288693826371
0	1	2014-05-29	45.093676068595286
0	1	2014-08-22	45.43974868896609
0	1	2014-08-26	44.66652709882887
1	0	2014-09-18	46.507704068536626
2	2	2014-04-15	50.794671044131825
0	2	2014-03-09	42.53727309815959
1	0	2014-05-13	49.44839463667436
1	0	2014-07-04	48.11269121766195
1	1	2014-04-16	48.23796123878978
1	2	2014-03-19	44.5194370608672
1	2	2014-12-28	42.48215972675997
2	0	2014-04-24	48.90226438699666
2	2	2014-11-07	44.44902054780449
0	2	2015-02-04	43.010380142465976
1	0	2014-02-07	45.337946111367216
1	1	2014-07-24	47.35404615666214
0	2	2014-07-20	44.73095291715728
2	1	2014-08-16	50.44623487123179
2	2	2014-11-09	46.915671367845135
0	0	2014-04-28	45.82288145389577
1	0	2014-01-03	43.15345761320431
1	1	2014-09-11	46.04262118462538
